Lok Sabha,Member Name,Gender,Constituency Name,State Name,Party Name
Sixth Lok Sabha,Dr. Bijoy Kumar Mondal,Male,Bankura,West Bengal,Janata Party
Sixth Lok Sabha,Shri   Mrityunjay Prasad,Male,Siwan,Bihar,Janata Party
Sixth Lok Sabha,Dr. V.A. Seyid Muhammad,Male,Calicut,Kerala,Congress
Sixth Lok Sabha,Shri Samar Mukherjee,Male,Howrah,West Bengal,Communist Party of India (Marxist)
Sixth Lok Sabha,Choudhary   Multan Singh,Male,Jalesar,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Govinda   Munda,Male,Keonjhar-ST,Odisha,Janata Party
Sixth Lok Sabha,Shri Kariya Munda,Male,Khunti-ST,Bihar,Janata Party
Sixth Lok Sabha,Shri Godey Murahari,Male,Vijayawada,Andhra Pradesh,Congress
Sixth Lok Sabha,Father Anthony Murmu,Male,Rajmahal-ST,Bihar,Janata Party
Sixth Lok Sabha,Shri M.V.Chandrashekhara Murthy,Male,Kanakapura,Karnataka,Congress
Sixth Lok Sabha,Shri Sithamalli Govindan Murugaiyan,Male,Nagapattinam-SC,Tamil Nadu,Communist Party
Sixth Lok Sabha,Shri Arasan Murugesan,Male,Chidambaram-SC,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Bijoy Singh Nahar,Male,Calcutta North West,West Bengal,Janata Party
Sixth Lok Sabha,Shri P. Rajagopal Naidu,Male,Chittoor,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Surup Singh Hirya Naik,Male,Nandurbar-ST,Maharashtra,Congress
Sixth Lok Sabha,Shri Vasantrao Phul Singh Naik,Male,Washim,Maharashtra,Congress
Sixth Lok Sabha,Shri B.K. Nair,Male,Mavelikara,Kerala,Congress
Sixth Lok Sabha,Shri M.N. Govindan Nair,Male,Trivandrum,Kerala,Communist Party
Sixth Lok Sabha,Shri N. Sreekantan Nair,Male,Quilon,Kerala,Revolutionary Socialist Party
Sixth Lok Sabha,Shri K.S. Narayana,Male,Hyderabad,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri   Narendra Singh,Male,Damoh,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri   Narsingh,Male,Chandauli,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Charan Narzary,Male,Kokrajhar-ST,Assam,Independent
Sixth Lok Sabha,Shri   Nathu Singh,Male,Dausa,Rajasthan,Janata Party
Sixth Lok Sabha,Shri   Nathuni Ram,Male,Nawada-SC,Bihar,Janata Party
Sixth Lok Sabha,Shri Narendra Paragji Nathwani,Male,Junagadh,Gujarat,Janata Party
Sixth Lok Sabha,Shri Laxmi Narayan Nayak,Male,Khajuraho,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Dr. Sushila Nayar,Female,Jhansi,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Trepan Singh Negi,Male,Tehri Garhwal,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri J.S. Onkar Singh,Male,Budaun,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Laloo Oraon,Male,Lohardaga-ST,Bihar,Janata Party
Sixth Lok Sabha,Shri T.A. Pai,Male,Udipi,Karnataka,Congress
Sixth Lok Sabha,Shri Aravinda Bala Pajanor,Male,Pondicherry,Pondicherry,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Ambika Prasad Pandey,Male,Banda,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Dr. Laxminarayan Pandey,Male,Mandsaur,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Dr. Vasant Kumar Pandit,Male,Raigarh-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Dalpat Singh Paraste,Male,Shahdol-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri   Parmai Lal,Male,Hardoi-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Natverlal Bhagvandas Parmar,Male,Dhandhuka-SC,Gujarat,Janata Party
Sixth Lok Sabha,Shri Pothuraju Parthasarthy,Male,Rajampet,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Bapu Saheb Parulekar,Male,Ratnagiri,Maharashtra,Janata Party
Sixth Lok Sabha,Smt.   Parvati Devi,Female,Ladakh,Jammu and Kashmir,Congress
Sixth Lok Sabha,Shri Ram Vilas Paswan,Male,Hajipur-SC,Bihar,Janata Party
Sixth Lok Sabha,Shri Ahmed Mohammed Patel,Male,Broach,Gujarat,Congress
Sixth Lok Sabha,Shri Dharmasinhbhai Dahyabhai Patel,Male,Porbandar,Gujarat,Janata Party
Sixth Lok Sabha,Shri H.M. Patel,Male,Sabarkantha,Gujarat,Janata Party
Sixth Lok Sabha,Kumari Manibehn Vallabhbhai Patel,Female,Mehsana,Gujarat,Janata Party
Sixth Lok Sabha,Shri Meetha Lal Patel,Male,Sawai Madhopur-ST,Rajasthan,Janata Party
Sixth Lok Sabha,Shri Nanubhai Nichhabhai Patel,Male,Bulsar-ST,Gujarat,Janata Party
Sixth Lok Sabha,Shri Raubhai Ramjibhai Patel,Male,Dadra and Nagar Haveli-ST,Dadra and Nagar Haveli,Congress
Sixth Lok Sabha,Shri Rameshwar Patidar,Male,Khargone,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Balasaheb Vikhe Patil,Male,Kopargaon,Maharashtra,Congress
Sixth Lok Sabha,Shri Chandrakant Patil,Male,Hingoli,Maharashtra,Janata Party
Sixth Lok Sabha,Shri Dinkar Babu Patil,Male,Kulaba,Maharashtra,Peasants And Workers Party of India
Sixth Lok Sabha,Shri Sanganagouda Basanagouda Patil,Male,Bagalkot,Karnataka,Congress
Sixth Lok Sabha,Shri Sonusingh Patil,Male,Erandol,Maharashtra,Janata Party
Sixth Lok Sabha,Shri Udhavrao Sahebrao Patil,Male,Latur,Maharashtra,Peasants And Workers Party of India
Sixth Lok Sabha,Shri Vijay Kumar Naval Patil,Male,Dhulia,Maharashtra,Congress
Sixth Lok Sabha,Shri Biju Patnaik,Male,Kendrapara,Odisha,Janata Party
Sixth Lok Sabha,Shri Sivaji Patnaik,Male,Bhubaneswar,Odisha,Communist Party of India (Marxist)
Sixth Lok Sabha,Shri S.B.P. Pattabhi Rama Rao,Male,Rajahmundry,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Hira Lal H.P. Patwary,Male,Mangaldoi,Assam,Janata Party
Sixth Lok Sabha,Dr. P.V. Periasamy,Male,Krishnagiri,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Bakin Pertin,Male,Arunachal East,Arunachal Pradesh,Independent
Sixth Lok Sabha,"Shri   Phirangi Prasad,Visharad",Male,Bansgaon-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Mohan Lal Pipil,Male,Khurja-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Janardhana Poojary,Male,Mangalore,Karnataka,Congress
Sixth Lok Sabha,Shri Gananath Pradhan,Male,Sambalpur,Odisha,Janata Party
Sixth Lok Sabha,Shri Pabitra Mohan Pradhan,Male,Deogarh,Odisha,Janata Party
Sixth Lok Sabha,Shri Khagapati Pradhani,Male,Nowrangpur-ST,Odisha,Congress
Sixth Lok Sabha,Shri Kailash Prakash,Male,Meerut,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Birendra Prasad,Male,Nalanda,Bihar,Janata Party
Sixth Lok Sabha,Shri Darur Pullaiah,Male,Anantapur,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Mohamed Shafi Qureshi,Male,Anantnag,Jammu and Kashmir,Congress
Sixth Lok Sabha,Shri B. Rachaiah,Male,Chamrajanagar-SC,Karnataka,Congress
Sixth Lok Sabha,Shri   Raghavji,Male,Vidisha,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Kotha Raghuramaiah,Male,Guntur,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Ram Lal Rahi,Male,Misrikh-SC,Uttar Pradesh,Congress
Sixth Lok Sabha,Shri Fazlur Rahman,Male,Bettiah,Bihar,Janata Party
Sixth Lok Sabha,Shri Gauri Shankar Rai,Male,Ghazipur,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Narmada Prasad Rai,Male,Sagar-SC,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Shiv Ram Rai,Male,Ghosi,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri   Raj Narain,Male,Raebareli,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri K.A. Rajan,Male,Trichur,Kerala,Communist Party
Sixth Lok Sabha,Shri Ratansinh Rajda,Male,Bombay South,Maharashtra,Janata Party
Sixth Lok Sabha,"Shriman Vishveshvar Rao (Raja Saheb, Aheri) Raje",Male,Chandrapur,Maharashtra,Janata Party
Sixth Lok Sabha,Shri K.A. Raju,Male,Pollachi-SC,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Pusapati Vijayram Gajapati Raju,Male,Bobbili,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Ram Nihore Rakesh,Male,Chail-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Ramdeni Ram,Male,Palamau-SC,Bihar,Janata Party
Sixth Lok Sabha,Shri Shiv Sampati Ram,Male,Robertsganj-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri   Ram Charan,Male,Jalaun-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri   Ram Dhan,Male,Lalganj-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri   Ram Kinkar,Male,Barabanki-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri   Ram Kishan,Male,Bharatpur,Rajasthan,Janata Party
Sixth Lok Sabha,Shri   Ram Murti,Male,Bareilly,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri  Ram Sagar,Male,Saidpur-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri P. Ramachandran,Male,Madras Central,Tamil Nadu,Janata Party
Sixth Lok Sabha,Shri P.S. Ramalingam,Male,Nilgiris,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Vazhappady Koothappadayachi Ramamurthy,Male,Dharmapuri,Tamil Nadu,Congress
Sixth Lok Sabha,Shri S. Ramasamy,Male,Periyakulam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri K.S. Ramaswamy,Male,Gobichettipalayam,Tamil Nadu,Congress
Sixth Lok Sabha,Dr.   Ramjee Singh,Male,Bhagalpur,Bihar,Janata Party
Sixth Lok Sabha,Shri Balwant Singh Ramoowalia,Male,Faridkot,Punjab,Akali Dal
Sixth Lok Sabha,Smt. Ahilya P. Rangnekar,Female,Bombay North Central,Maharashtra,Communist Party of India (Marxist)
Sixth Lok Sabha,Shri   Ranjit Singh,Male,Hamirpur,Himachal Pradesh,Janata Party
Sixth Lok Sabha,Smt. B. Radhabai Ananda Rao,Female,Bhadrachalam-ST,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri G. Mallikarjuna Rao,Male,Warangal,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Jalagam Kondala Rao,Male,Khammam,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Janumpally  Rameshwar Rao,Male,Mahbubnagar,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri M. Satyanarayan Rao,Male,Karimnagar,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri M.S. Sanjeevi Rao,Male,Kakinada,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Meduri Nageswara Rao,Male,Tenali,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri P.V. Narasimha Rao,Male,Hanamkonda,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Rachakonda Jagannath Rao,Male,Berhampur,Odisha,Congress
Sixth Lok Sabha,Shri Ramchandra Rath,Male,Aska,Odisha,Congress
Sixth Lok Sabha,Shri Amarsinh Rathawa,Male,Chhota Udaipur-ST,Gujarat,Congress
Sixth Lok Sabha,Dr. Bhagwan Dass Rathor,Male,Hardwar-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Vayalar Ravi,Male,Chirayinkil,Kerala,Congress
Sixth Lok Sabha,Shri G.S. Reddi,Male,Miryalguda,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri K. Brahmananda Reddi,Male,Narasaraopet,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri G. Narsimha Reddy,Male,Adilabad,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Kandala Obul Reddy,Male,Cuddapah,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Kotla Vijaya Bhaskara Reddy,Male,Kurnool,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri M. Ram Gopal Reddy,Male,Nizamabad,Andhra Pradesh,Congress
Sixth Lok Sabha,Dr. Neelam Sanjiva Reddy,Male,Nandyal,Andhra Pradesh,Janata Party
Sixth Lok Sabha,Shri Pamudurthi Bayapa Reddy,Male,Hindupur,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Puli  Venkata Reddy,Male,Ongole,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Sid Ram Reddy,Male,Gulbarga,Karnataka,Congress
Sixth Lok Sabha,Shri Rudolph Rodrigues,Male,Nominated Anglo-Indian,NA,Janata Party
Sixth Lok Sabha,Dr. R. Rothuama,Male,Mizoram-ST,Mizoram,Independent
Sixth Lok Sabha,Shri A.K. Roy,Male,Dhanbad,Bihar,Independent
Sixth Lok Sabha,Dr. Saradish Roy,Male,Bolpur,West Bengal,Communist Party of India (Marxist)
Sixth Lok Sabha,Prof. Saugata Roy,Male,Barrackpore,West Bengal,Congress
Sixth Lok Sabha,Shri Amar Roy Pradhan,Male,Cooch Behar-SC,West Bengal,All India Forward Bloc
Sixth Lok Sabha,Shri   Saeed Murtaza,Male,Muzaffarnagar,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Ajit Kumar Saha,Male,Vishnupur-SC,West Bengal,Communist Party of India (Marxist)
Sixth Lok Sabha,Shri Gadadhar Saha,Male,Birbhum-SC,West Bengal,Communist Party of India (Marxist)
Sixth Lok Sabha,Shri A. Sunna Sahib,Male,Palghat,Kerala,Congress
Sixth Lok Sabha,Shri Ainthu Sahoo,Male,Bolangir,Odisha,Janata Party
Sixth Lok Sabha,Shri Larang Sai,Male,Surguja-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Narhari Prasad Sai,Male,Raigarh-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Manohar Lal Saini,Male,Mahendragarh,Haryana,Janata Party
Sixth Lok Sabha,Shri Ebrahim Sulaiman Sait,Male,Manjeri,Kerala,Muslim League
Sixth Lok Sabha,Shri Shibbanlal Saksena,Male,Maharajganj,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Padmacharan Samantasinhar,Male,Puri,Odisha,Janata Party
Sixth Lok Sabha,Shri Purno Agitok Sangma,Male,Tura,Meghalaya,Congress
Sixth Lok Sabha,Shri Sasankasekhar Sanyal,Male,Jangipur,West Bengal,Communist Party of India (Marxist)
Sixth Lok Sabha,Shri Daulat Ram Saran,Male,Churu,Rajasthan,Janata Party
Sixth Lok Sabha,Shri Rudra Pratap Sarangi,Male,Jamshedpur,Bihar,Janata Party
Sixth Lok Sabha,Shri Mahendra Narain Sardar,Male,Araria-SC,Bihar,Janata Party
Sixth Lok Sabha,Shri Sakti Kumar Sarkar,Male,Joynagar-SC,West Bengal,Janata Party
Sixth Lok Sabha,Shri Shiv Narain Sarsonia,Male,Karol Bagh-SC,Delhi,Janata Party
Sixth Lok Sabha,Shri Vasant Sathe Purushottam,Male,Akola,Maharashtra,Congress
Sixth Lok Sabha,Shri Devendra Satpathy,Male,Dhenkanal,Odisha,Janata Party
Sixth Lok Sabha,Shri Dronamraju Satyanarayana,Male,Visakhapatnam,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Mohinder Singh Sayanwala,Male,Ferozepur,Punjab,Akali Dal
Sixth Lok Sabha,Shri P.M. Sayeed,Male,Lakshadweep-ST,Lakshadweep,Congress
Sixth Lok Sabha,Shri Madhavrao Scindia,Male,Guna,Madhya Pradesh,Independent
Sixth Lok Sabha,Shri Profulla Chandra Sen,Male,Arambagh,West Bengal,Janata Party
Sixth Lok Sabha,Shri Robin Sen,Male,Asansol,West Bengal,Communist Party of India (Marxist)
Sixth Lok Sabha,Shri Drig Pal Shah,Male,Bastar-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Surath Bahadur Shah,Male,Kheri,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Smt. Rano M. Shaiza,Female,Nagaland,Nagaland,Unattached
Sixth Lok Sabha,Shri Yangmaso Shaiza,Male,Outer Manipur-ST,Manipur,Congress
Sixth Lok Sabha,Shri Daya Ram Shakya,Male,Farrukhabad,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Mahadeepak Singh Shakya,Male,Etah,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri B. Shankaranand,Male,Chikkodi-SC,Karnataka,Congress
Sixth Lok Sabha,Smt.   Shanti Devi,Female,Sambhal,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Shrikaran Sharda,Male,Ajmer,Rajasthan,Janata Party
Sixth Lok Sabha,Shri Bhagwat Dayal Sharma,Male,Karnal,Haryana,Janata Party
Sixth Lok Sabha,Shri Jagannath Sharma,Male,Garhwal,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Rajendra Kumar Sharma,Male,Rampur,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Yagya Datt Sharma,Male,Gurdaspur,Punjab,Janata Party
Sixth Lok Sabha,Shri Bhanu Kumar Shastri,Male,Udaipur,Rajasthan,Janata Party
Sixth Lok Sabha,Shri Ram Dhari Shastri,Male,Padrauna,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Yamuna Prasad Shastri,Male,Rewa,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Narain Krishna Rao Shejwalkar,Male,Gwalior,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri   Sheo Narain,Male,Basti-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Inder Singh Sheokand,Male,Hissar,Haryana,Janata Party
Sixth Lok Sabha,Shri   Sher Singh,Male,Rohtak,Haryana,Janata Party
Sixth Lok Sabha,Shri Vinodbhai B. Sheth,Male,Jamnagar,Gujarat,Janata Party
Sixth Lok Sabha,Shri Annasaheb Pandurange Shinde,Male,Ahmednagar,Maharashtra,Congress
Sixth Lok Sabha,Shri P. Shiv Shanker,Male,Secunderabad,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Tukaram Sadashiv Shrangare,Male,Osmanabad-SC,Maharashtra,Congress
Sixth Lok Sabha,Shri Chiman Bhai Shukla,Male,Rajkot,Gujarat,Janata Party
Sixth Lok Sabha,Shri Madan Lal Shukla,Male,Janjgir,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri   Sikander Bakht,Male,Chandni Chowk,Delhi,Janata Party
Sixth Lok Sabha,Shri Sivanandam Singaravadivel,Male,Thanjavur,Tamil Nadu,Congress
Sixth Lok Sabha,Dr. Basant Narain Singh,Male,Hazaribagh,Bihar,Janata Party
Sixth Lok Sabha,Shri Brij Raj Singh,Male,Aonla,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Chandrapal Singh,Male,Amroha,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Digvijay Narain Singh,Male,Vaishali,Bihar,Janata Party
Sixth Lok Sabha,Shri Ganga Singh,Male,Mandi,Himachal Pradesh,Janata Party
Sixth Lok Sabha,Shri Ganga Bhakt Singh,Male,Shahabad,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Prof. N. Tombi Singh,Male,Inner Manipur,Manipur,Congress
Sixth Lok Sabha,Shri Raghavendra Singh,Male,Unnao,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Rajkeshar Singh,Male,Machhlishahr,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Ram Avdhesh Singh,Male,Bikramganj,Bihar,Janata Party
Sixth Lok Sabha,Shri Ram Jeevan Singh,Male,Balia,Bihar,Janata Party
Sixth Lok Sabha,Shri Ramdas Singh,Male,Giridih,Bihar,Janata Party
Sixth Lok Sabha,Shri Ramdeo Singh,Male,Maharajganj,Bihar,Janata Party
Sixth Lok Sabha,Shri Ravi Nandan Singh,Male,Sidhi-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Ravindra Pratap Singh,Male,Amethi,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Sachindralal Singh,Male,Tripura West,Tripura,Janata Party
Sixth Lok Sabha,Shri Satya Deo Singh,Male,Gonda,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Shrikrishna Singh,Male,Monghyr,Bihar,Janata Party
Sixth Lok Sabha,Shri Sukhendra Singh,Male,Satna,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Surya Narain Singh,Male,Sidhi-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Tej Pratap Singh,Male,Hamirpur,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Chandra Mohan Sinha,Male,Mayurbhanj-ST,Odisha,Janata Party
Sixth Lok Sabha,Shri Hari Lall Prasad Sinha,Male,Jahanabad,Bihar,Janata Party
Sixth Lok Sabha,Shri Mahamaya Prasad Sinha,Male,Patna,Bihar,Janata Party
Sixth Lok Sabha,Shri Purna Narayan Sinha,Male,Tezpur,Assam,Janata Party
Sixth Lok Sabha,Shri Satyendra Narayan Sinha,Male,Aurangabad,Bihar,Congress
Sixth Lok Sabha,Shri Thakur Ramapati Sinha,Male,Motihari,Bihar,Janata Party
Sixth Lok Sabha,Shri Rooplal Somani,Male,Bhilwara,Rajasthan,Janata Party
Sixth Lok Sabha,Shri Shyam Sunder Somani,Male,Chittorgarh,Rajasthan,Janata Party
Sixth Lok Sabha,Shri S.D. Somasundaram,Male,Thanjavur,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri C.M. Stephen,Male,Idukki,Kerala,Congress
Sixth Lok Sabha,Shri C. Subramaniam,Male,Palani,Tamil Nadu,Congress
Sixth Lok Sabha,Shri V.M. Sudheeran,Male,Alleppey,Kerala,Congress
Sixth Lok Sabha,Shri Ramji Lal Suman,Male,Firozabad-SC,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Bagun Sumbrui,Male,Singhbhum-ST,Bihar,Jharkhand Party
Sixth Lok Sabha,Shri   Suraj Bhan,Male,Ambala-SC,Haryana,Janata Party
Sixth Lok Sabha,Shri Kommareddi Suryanarayana,Male,Eluru,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri R.V. Swaminathan,Male,Madurai,Tamil Nadu,Congress
Sixth Lok Sabha,Dr. Subramanian Swamy,Male,Bombay North East,Maharashtra,Janata Party
Sixth Lok Sabha,Shri Jagannath Prasad Swatantra,Male,Bagaha-SC,Bihar,Janata Party
Sixth Lok Sabha,Shri Jagdev Singh Talwandi,Male,Ludhiana,Punjab,Akali Dal
Sixth Lok Sabha,Shri   Tansingh,Male,Barmer,Rajasthan,Janata Party
Sixth Lok Sabha,Shri Kushabhau Thakre,Male,Khandwa,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Aghan Singh  Thakur,Male,Kanker-ST,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Karpoori Thakur,Male,Samastipur,Bihar,Janata Party
Sixth Lok Sabha,Shri Krishnarao Thakur,Male,Chimur,Maharashtra,Congress
Sixth Lok Sabha,Shri Periasamy Thiagarajan,Male,Sivaganga,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Skariah Thomas,Male,Kottayam,Kerala,Kerala Congress
Sixth Lok Sabha,Shri Sandipan Bhagwan Thorat,Male,Pandharpur-SC,Maharashtra,Congress
Sixth Lok Sabha,Shri Piyus Tirkey,Male,Alipurduar-ST,West Bengal,Revolutionary Socialist Party
Sixth Lok Sabha,Shri Brij Bhushan Tiwari,Male,Khalilabad,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Pandit Dwarka Nath Tiwary,Male,Gopalganj,Bihar,Janata Party
Sixth Lok Sabha,Shri Madan Tiwary,Male,Rajnandgaon,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Ramanand Tiwary,Male,Buxar,Bihar,Janata Party
Sixth Lok Sabha,Sardar Gurcharan Singh Tohra,Male,Patiala,Punjab,Akali Dal
Sixth Lok Sabha,Shri Madhav Prasad Tripathi,Male,Domariaganj,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Ram Prakash Tripathi,Male,Kannauj,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri V. Tulsi Ram,Male,Peddapalli-SC,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri Mohan Singh Tur,Male,Taran Taran,Punjab,Akali Dal
Sixth Lok Sabha,Shri Om Prakash Tyagi,Male,Bahraich,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri   Ugrasen,Male,Deoria,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri K.P. Unnikrishnan,Male,Badagara,Kerala,Congress
Sixth Lok Sabha,Shri Shankersinh Vaghela,Male,Kapadvanj,Gujarat,Janata Party
Sixth Lok Sabha,Shri Atal Bihari Vajpayee,Male,New Delhi,Delhi,Janata Party
Sixth Lok Sabha,Shri Abdul Ahad Vakil,Male,Baramullah,Jammu and Kashmir,National Conference
Sixth Lok Sabha,Shri Ravindra Varma,Male,Ranchi,Bihar,Janata Party
Sixth Lok Sabha,Shri Dharm Vir Vasisht,Male,Faridabad,Haryana,Janata Party
Sixth Lok Sabha,Shri K.S. Veerabhadrappa,Male,Bellary,Karnataka,Congress
Sixth Lok Sabha,Shri R. Venkataraman,Male,Madras South,Tamil Nadu,Congress
Sixth Lok Sabha,Shri Pendekanti Venkatasubbaiah,Male,Nandyal,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri G. Venkatswamy,Male,Siddipet-SC,Andhra Pradesh,Congress
Sixth Lok Sabha,Shri C.  Venugopal Gounder,Male,Wandiwash,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Brijlal Verma,Male,Mahasamund,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Chandradeo Prasad Verma,Male,Arrah,Bihar,Janata Party
Sixth Lok Sabha,Shri Hargovind Verma,Male,Sitapur,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Phool Chand Verma,Male,Shajapur-SC,Madhya Pradesh,Janata Party
Sixth Lok Sabha,Shri Raghunath Singh Verma,Male,Mainpuri,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Shri Rati Lal Prasad Verma,Male,Kodarma,Bihar,Janata Party
Sixth Lok Sabha,Shri Sukhdeo Prasad Verma,Male,Chatra,Bihar,Janata Party
Sixth Lok Sabha,Shri Surendra Vikram,Male,Shahjahanpur,Uttar Pradesh,Janata Party
Sixth Lok Sabha,Sardar Raghubir Singh Virk,Male,Kurukshetra,Haryana,Janata Party
Sixth Lok Sabha,Shri C.N. Visvanathan,Male,Thirupattur,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Sixth Lok Sabha,Shri Gyaneshwar Prasad Yadav,Male,Khagaria,Bihar,Janata Party
Sixth Lok Sabha,Shri Hukmdev Narayan Yadav,Male,Madhubani,Bihar,Janata Party
